danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.708,0.975,10,-5.571,0,0.0674,0.0512,0.238,0.109,0.317,155.003,147895,4
0.731,0.867,9,-6.169,0,0.0576,0.0112,0.0291,0.0863,0.23,142.048,164920,4
0.85,0.537,6,-7.84,0,0.0519,0.00347,0.0839,0.111,0.295,126.968,270402,4
0.621,0.397,3,-18.737,0,0.0429,0.334,0.2,0.295,0.605,117.933,246750,4
0.625,0.901,10,-9.194,1,0.0429,0.486,0.929,0.148,0.12,118.006,176949,4
0.774,0.711,11,-7.97,0,0.18,0.243,0.00052,0.0732,0.612,125.14,161771,4
0.765,0.672,11,-8.114,1,0.0377,0.00948,0.348,0.343,0.342,126.02,170197,4
0.736,0.943,0,-8.178,1,0.0637,0.0062,0.85,0.0992,0.48,128.017,214211,4
0.871,0.765,0,-4.602,1,0.116,0.00742,0.000196,0.0953,0.596,128.087,131250,4
0.652,0.824,0,-4.907,1,0.0338,0.00709,0.0769,0.223,0.527,129.988,222682,4
0.82,0.893,10,-5.175,0,0.204,0.0232,0.767,0.112,0.811,127.036,202658,4
0.803,0.834,5,-5.491,0,0.0366,0.0162,0.00197,0.16,0.563,128.008,152590,4
0.648,0.753,1,-5.539,1,0.0527,0.0287,0.0,0.0651,0.454,125.073,163000,4
0.589,0.954,5,-6.033,0,0.0444,0.026,0.0087,0.151,0.537,129.983,206794,4
0.87,0.685,10,-5.829,0,0.237,0.11,0.000299,0.119,0.204,131.986,180000,4
0.735,0.971,7,-4.501,1,0.144,0.305,0.0,0.0784,0.602,128.055,146250,4
0.71,0.979,11,-6.183,0,0.268,0.0748,6.45e-05,0.268,0.105,133.993,198806,4
0.638,0.717,8,-5.804,1,0.0375,0.001,1.79e-06,0.113,0.422,141.904,132359,4
0.668,0.947,0,-3.346,0,0.0569,0.0656,0.000904,0.0794,0.449,136.044,153817,4
0.637,0.947,1,-5.116,1,0.0361,0.0602,0.678,0.148,0.562,126.003,198604,4
0.611,0.757,6,-3.546,1,0.03,0.00257,0.0,0.058,0.279,126.963,155905,4
0.493,0.812,3,-4.674,0,0.0739,0.07,0.0,0.122,0.325,139.889,196821,4
0.697,0.954,1,-1.955,1,0.0441,0.157,6.83e-05,0.18,0.541,122.062,155410,4
0.566,0.689,11,-5.326,0,0.119,0.0914,0.0,0.0991,0.337,140.163,149163,4
0.677,0.912,1,-7.079,0,0.0413,0.00423,0.295,0.27,0.192,144.006,163510,4
0.762,0.895,8,-4.562,1,0.0737,0.00618,0.145,0.203,0.755,125.979,182857,4
0.731,0.722,9,-9.098,1,0.0691,0.0893,0.00256,0.112,0.265,122.99,192900,4
0.584,0.937,8,-6.46,0,0.0501,0.00207,0.0457,0.109,0.0579,125.998,208601,4
0.75,0.87,11,-7.109,1,0.055,0.00166,0.607,0.11,0.966,125.996,175856,4
0.596,0.667,6,-5.651,0,0.0295,0.0524,0.000109,0.205,0.217,140.002,175500,4
0.735,0.628,9,-6.726,0,0.0346,0.00594,0.0411,0.196,0.413,121.972,164286,4
0.815,0.645,2,-6.046,0,0.0938,0.00589,2.96e-05,0.709,0.652,126.994,178243,4
0.804,0.705,9,-7.289,1,0.0354,0.00429,0.0343,0.11,0.209,126.986,174331,4
0.726,0.946,8,-6.079,1,0.0367,0.00171,0.782,0.0312,0.541,129.004,283056,4
0.711,0.748,0,-6.524,1,0.0521,0.0493,0.765,0.316,0.254,134.014,165336,4
0.699,0.883,6,-4.991,0,0.0707,0.137,0.0181,0.279,0.511,120.038,143253,4
0.712,0.82,4,-6.624,0,0.0382,0.00226,0.359,0.1,0.322,128.005,188320,4
0.675,0.852,9,-5.942,1,0.0333,0.00382,0.14,0.147,0.834,118.508,181240,4
0.765,0.468,11,-10.343,0,0.328,0.818,0.00708,0.109,0.347,127.984,182013,4
0.847,0.637,7,-8.751,0,0.0587,0.201,0.201,0.121,0.0509,120.033,208135,4
0.716,0.94,1,-5.443,1,0.0539,0.00799,0.728,0.0807,0.737,128.015,203438,4
0.657,0.914,0,-4.513,0,0.0523,0.0526,6.32e-06,0.109,0.502,139.989,147433,4
0.765,0.845,6,-6.514,1,0.0718,0.155,0.000332,0.276,0.344,123.978,185818,4
0.628,0.997,2,-1.7,1,0.0706,0.031,0.0101,0.133,0.158,127.963,172500,4
0.747,0.822,3,-6.373,0,0.0721,0.00353,0.132,0.165,0.578,129.994,207514,4
0.727,0.733,8,-9.81,0,0.215,0.0144,0.000415,0.0481,0.586,105.134,212250,4
0.788,0.906,10,-5.863,0,0.0382,0.0222,0.00283,0.0822,0.811,128.004,154216,4
0.652,0.818,10,-6.001,0,0.0275,0.00249,0.297,0.201,0.0966,122.003,236066,4
0.748,0.937,2,-4.662,1,0.0866,0.147,0.00202,0.0975,0.66,99.97,226680,3
0.563,0.908,1,-5.318,0,0.034,0.0363,3.14e-05,0.571,0.524,127.969,245225,4
0.542,0.843,7,-5.826,1,0.0607,0.0108,0.0,0.0956,0.65,169.036,184911,4
0.503,0.86,6,-6.114,0,0.0468,0.000552,4.44e-06,0.125,0.549,90.063,149417,4
0.485,0.819,11,-3.856,1,0.0473,0.000292,1.67e-06,0.0508,0.515,97.926,168976,4
0.53,0.548,0,-5.196,1,0.0282,0.0356,0.0,0.115,0.248,160.012,187488,4
0.56,0.739,9,-5.667,1,0.0535,0.00342,0.0894,0.306,0.625,166.99,174642,4
0.439,0.919,1,-4.561,0,0.0649,0.00389,0.437,0.12,0.55,132.301,202777,4
0.253,0.92,9,-3.248,0,0.0501,2.54e-05,0.000945,0.115,0.388,91.341,218973,4
0.452,0.934,5,-5.034,0,0.0935,0.128,0.309,0.0946,0.299,132.398,188708,4
0.441,0.931,8,-5.038,1,0.0686,0.000147,1.42e-06,0.0542,0.739,172.151,175768,4
0.5,0.932,9,-6.903,1,0.0884,0.00956,6.23e-06,0.374,0.349,127.033,178933,4
0.697,0.845,11,-6.854,1,0.0689,0.0114,0.0,0.14,0.679,134.992,215781,4
0.522,0.909,0,-3.203,1,0.085,0.00789,0.0,0.0893,0.726,139.02,190612,4
0.587,0.901,9,-6.257,0,0.0373,0.000583,0.000404,0.102,0.676,140.073,210842,4
0.573,0.829,0,-3.545,1,0.037,0.00263,0.0,0.0685,0.675,116.959,229213,4
0.593,0.714,7,-2.965,1,0.0299,0.348,0.0,0.151,0.347,111.924,195279,4
0.59,0.861,0,-6.636,1,0.0415,0.0331,0.0,0.102,0.495,143.979,219995,4
0.385,0.873,1,-3.331,1,0.069,0.0557,0.0,0.353,0.469,120.393,203369,4
0.604,0.794,10,-6.72,0,0.0672,0.0131,0.000574,0.383,0.785,155.95,184615,4
0.563,0.858,8,-6.697,1,0.159,0.00428,0.0,0.0938,0.366,139.964,224913,4
0.736,0.534,11,-9.22,0,0.0367,0.0433,0.00434,0.0664,0.552,127.035,192441,4
0.616,0.757,4,-5.318,0,0.0562,0.0397,1.45e-06,0.298,0.544,123.053,182747,4
0.539,0.928,10,-1.9,0,0.0665,0.0284,3.3e-05,0.14,0.507,113.468,187653,4
0.456,0.911,1,-2.904,0,0.0476,0.000771,0.0,0.323,0.624,164.032,179166,4
0.367,0.977,8,-2.63,1,0.0832,1.27e-05,4.98e-06,0.312,0.603,177.933,228600,4
0.401,0.964,10,-2.636,0,0.257,0.00159,0.0,0.137,0.37,154.978,204459,4
0.377,0.737,5,-4.774,0,0.0516,0.000123,0.000122,0.12,0.298,147.867,156350,4
0.361,0.964,8,-4.59,0,0.173,0.000479,0.00199,0.137,0.216,151.879,281053,4
0.638,0.777,4,-5.807,0,0.063,0.0146,0.221,0.0473,0.331,95.005,234134,4
0.486,0.942,0,-3.824,1,0.0536,0.000449,0.0,0.304,0.747,150.036,160640,4
0.498,0.953,0,-4.775,0,0.0876,7.36e-05,0.0339,0.138,0.53,156.016,218121,4
0.601,0.851,3,-6.391,0,0.0424,0.00798,2.84e-05,0.318,0.6,141.155,189493,4
0.354,0.931,10,0.706,1,0.0769,0.0586,0.0,0.298,0.564,77.135,187944,4
0.413,0.876,11,-4.577,1,0.057,0.000938,0.000104,0.387,0.341,164.08,214724,4
0.619,0.84,3,-3.353,1,0.0633,0.00426,5.75e-05,0.37,0.644,142.004,233322,4
0.489,0.836,4,-5.872,1,0.0537,0.00115,0.00473,0.669,0.54,154.034,201722,4
0.624,0.818,10,-6.771,1,0.0618,0.0487,0.0,0.123,0.889,150.022,223100,4
0.461,0.87,1,-3.458,0,0.042,0.00527,1.59e-05,0.343,0.79,155.913,176006,4
0.646,0.798,4,-5.283,0,0.0767,0.000305,9.84e-05,0.0922,0.821,113.959,215601,4
0.589,0.89,4,-3.467,1,0.0774,0.000658,5.44e-06,0.0357,0.709,113.088,226736,4
0.587,0.798,2,-5.109,1,0.037,0.0329,0.000134,0.184,0.6,101.161,181750,4
0.263,0.977,9,-2.913,1,0.0857,5.16e-06,0.0,0.148,0.305,149.982,219400,4
0.399,0.994,1,-2.923,1,0.116,0.000416,0.000501,0.251,0.417,180.052,164845,4
0.469,0.713,0,-5.619,0,0.0461,0.0869,0.000188,0.129,0.267,154.994,241499,4
0.495,0.936,1,-2.477,0,0.0717,1.02e-05,0.000193,0.0909,0.398,137.047,209799,4
0.387,0.94,7,-3.018,1,0.146,0.000352,3.18e-06,0.628,0.456,167.91,164791,4
0.628,0.497,2,-5.794,1,0.0271,0.114,0.0,0.112,0.157,114.704,208115,5
0.534,0.95,6,-2.51,1,0.0459,0.000165,1.98e-06,0.268,0.614,142.972,186271,4
0.475,0.939,7,-2.353,0,0.0798,0.00208,1.6e-06,0.159,0.375,139.988,167277,4
0.638,0.651,0,-6.585,1,0.269,0.0216,0.0,0.0927,0.114,157.963,243038,4
0.716,0.527,2,-5.329,0,0.0939,0.372,0.0,0.137,0.0732,136.351,91751,4
0.644,0.811,11,-4.175,1,0.226,0.0731,0.0,0.28,0.489,141.989,189086,4
0.538,0.669,1,-4.97,1,0.0518,0.00437,1.03e-05,0.43,0.0389,141.659,150402,4
0.831,0.439,5,-7.892,0,0.323,0.199,0.00153,0.133,0.353,105.104,175671,4
0.726,0.738,0,-4.788,1,0.355,0.0791,0.0,0.0297,0.896,121.953,175099,4
0.822,0.64,8,-10.131,1,0.31,0.119,2.17e-06,0.29,0.611,142.106,208839,4
0.665,0.688,11,-6.024,1,0.28,0.0123,0.0,0.0851,0.272,167.056,155207,4
0.707,0.645,6,-5.395,0,0.321,0.00654,2.38e-06,0.344,0.524,150.014,176133,4
0.825,0.497,1,-11.278,1,0.376,0.0286,0.0,0.111,0.536,171.95,156313,4
0.738,0.776,10,-4.884,0,0.231,0.0202,1.3e-06,0.111,0.456,175.912,199598,4
0.908,0.561,4,-7.683,0,0.301,0.00933,0.0,0.111,0.559,146.018,217213,4
0.621,0.462,11,-6.268,1,0.428,0.472,0.0,0.153,0.267,89.23,259547,4
0.557,0.774,7,-5.275,0,0.351,0.012,0.0,0.396,0.397,111.975,246134,4
0.879,0.547,1,-5.632,1,0.0739,0.0136,0.0,0.0793,0.193,148.022,166128,4
0.94,0.652,5,-5.806,1,0.303,0.00226,0.0,0.0898,0.712,95.976,165765,4
0.915,0.618,7,-8.581,1,0.0881,0.0137,5.23e-06,0.18,0.154,140.964,150680,4
0.558,0.657,1,-4.853,1,0.232,0.132,0.0,0.147,0.5,91.306,177893,4
0.544,0.496,0,-12.032,1,0.21,0.13,0.0,0.166,0.314,103.148,203442,5
0.869,0.557,11,-7.112,0,0.384,0.577,0.0,0.139,0.629,124.927,230836,4
0.677,0.658,2,-6.223,1,0.293,0.0538,0.0,0.167,0.164,189.976,168427,4
0.831,0.793,1,-4.127,1,0.369,0.0195,0.0,0.259,0.833,144.967,149449,4
0.646,0.758,2,-5.673,1,0.398,0.531,0.0,0.363,0.407,73.318,253760,4
0.816,0.649,0,-5.12,0,0.242,0.709,0.0,0.52,0.686,138.056,168933,4
0.805,0.63,1,-6.467,0,0.174,0.225,0.0,0.204,0.567,129.232,241533,4
0.886,0.558,1,-7.806,1,0.346,0.00789,0.0,0.133,0.614,75.499,185453,4
0.67,0.555,1,-9.12,0,0.0908,0.0382,6.36e-06,0.414,0.16,156.937,146808,4
0.525,0.552,1,-6.575,1,0.0709,0.0332,0.0,0.378,0.148,144.382,199547,4
0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038,191701,4
0.862,0.621,2,-7.423,1,0.283,0.379,0.0,0.415,0.239,124.081,170268,4
0.909,0.564,2,-7.483,1,0.31,0.0107,0.0,0.109,0.548,146.94,192508,4
0.842,0.857,2,-4.521,1,0.203,0.269,0.0,0.418,0.54,136.956,210339,4
0.736,0.645,1,-5.195,1,0.0807,0.0724,0.00086,0.136,0.201,132.024,188870,3
0.868,0.538,5,-8.603,1,0.174,0.269,3.34e-06,0.0901,0.732,99.968,231750,4
0.622,0.772,8,-6.147,0,0.304,0.0723,0.0,0.101,0.761,80.929,175588,4
0.823,0.728,1,-4.336,1,0.15,0.194,0.0,0.318,0.455,85.051,140401,4
0.465,0.7,10,-5.163,0,0.0893,0.203,0.0,0.299,0.276,120.854,230709,4
0.93,0.682,9,-8.799,1,0.331,0.028,0.0,0.129,0.962,126.003,119016,4
0.877,0.229,1,-15.385,1,0.553,0.0981,0.0,0.139,0.336,134.991,142838,4
0.773,0.635,10,-5.06,1,0.0452,0.0585,0.0,0.132,0.476,121.879,173253,4
0.836,0.409,9,-14.189,1,0.188,0.258,4.92e-06,0.242,0.233,101.931,122321,4
0.96,0.749,11,-3.881,0,0.251,0.0256,0.0,0.0889,0.703,124.563,170107,4
0.731,0.667,7,-7.928,0,0.0815,0.134,0.0,0.114,0.485,123.042,144390,4
0.746,0.549,9,-7.459,1,0.348,0.00412,1.02e-06,0.331,0.491,164.928,151182,4
0.916,0.583,1,-8.067,1,0.241,0.186,0.0,0.0798,0.661,141.095,226383,4
0.49,0.352,6,-11.577,0,0.0254,0.709,0.0856,0.114,0.166,99.992,209156,4
0.61,0.571,2,-5.649,1,0.0782,0.00863,0.0,0.131,0.747,105.01,171655,4
0.758,0.703,10,-5.979,0,0.172,0.252,0.0,0.146,0.465,94.985,203939,4
0.671,0.876,7,-5.681,0,0.0352,0.12,0.188,0.0823,0.964,129.998,231545,4
0.77,0.58,0,-8.393,1,0.247,0.519,0.000127,0.233,0.753,144.072,109750,4
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15e-06,0.347,0.726,120.018,174253,4
0.639,0.723,7,-6.462,0,0.0532,0.511,0.0,0.167,0.878,136.872,187558,4
0.74,0.758,1,-5.851,0,0.0921,0.061,1.44e-06,0.0967,0.757,171.925,189825,4
0.776,0.817,5,-6.018,0,0.0748,0.18,3.44e-05,0.146,0.515,149.921,154667,4
0.85,0.699,0,-3.292,1,0.0776,0.152,0.0,0.32,0.915,114.481,114234,4
0.629,0.654,11,-7.852,0,0.0584,0.0878,0.00655,0.22,0.799,93.034,181482,4
0.498,0.897,2,-4.907,1,0.045,0.00136,0.0,0.118,0.373,169.902,184013,4
0.444,0.0911,0,-17.665,1,0.0307,0.959,1.05e-06,0.098,0.142,78.403,222370,4
0.802,0.832,11,-4.107,1,0.0434,0.311,0.0,0.0815,0.89,124.997,185427,4
0.787,0.686,6,-4.37,0,0.0339,0.0893,0.0,0.0927,0.836,123.51,185553,4
0.838,0.569,5,-6.324,0,0.0621,0.152,0.000136,0.102,0.551,136.965,159400,4
0.855,0.678,1,-6.276,1,0.189,0.0569,3.69e-05,0.412,0.852,99.029,215467,4
0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056,176579,4
0.75,0.674,8,-6.128,0,0.097,0.228,8.91e-05,0.122,0.392,123.026,265360,4
0.801,0.806,11,-5.206,1,0.0381,0.382,0.000669,0.114,0.802,106.999,239318,4
0.744,0.789,9,-4.876,0,0.059,0.0036,0.00144,0.0947,0.866,116.985,185918,4
